Sentence #,Word,POS,Tag
,;,Z,O
,tudi,Q,O
,dostopen,Agpmsnn,O
,enovit,Agpmsnn,O
,jamski,Agpmsny,O
,rov,Ncmsn,O
,brez,Sg,O
,bregov,Ncmpg,O
,.,Z,O
Sentence: 192,kapelica,Ncfsn,B-DEFINIENDUM
,:,Z,O
,Večja,Agcfsn,B-HAS_SIZE
,niša,Ncfsn,B-GENUS
,ali,Cc,O
,zaokrožena,Appfsn,B-HAS_FORM
,",",Z,O
,bogato,Rgp,B-HAS_FORM
,zakapana,Appfsn,I-HAS_FORM
,votlinica,Ncfsn,I-HAS_FORM
,.,Z,O
Sentence: 193,karbonatna,Agpfsn,B-DEFINIENDUM
,kamnina,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Usedlina,Ncfsn,B-GENUS
,",",Z,O
,ki,Cs,B-COMPOSITION_MEDIUM
,jo,Pp3fsa--y,I-COMPOSITION_MEDIUM
,v,Sl,I-COMPOSITION_MEDIUM
,glavnem,Agpnsl,I-COMPOSITION_MEDIUM
,sestavljajo,Vmpr3p,I-COMPOSITION_MEDIUM
,soli,Ncfpn,I-COMPOSITION_MEDIUM
,ogljikove,Aspfpn,I-COMPOSITION_MEDIUM
,kisline,Ncfpn,I-COMPOSITION_MEDIUM
,.,Z,O
,Na,Sl,O
,Dinarskem,Agpmsl,O
,krasu,Ncmsl,O
,sta,Va-r3d-n,O
,apnenec,Ncmsn,O
,in,Cc,O
,dolomit,Ncmsn,O
,najbolj,Rgs,O
,razširjeni,Appfdn,O
,karbonatni,Agpfdn,O
,kamnini,Ncfdn,O
,",",Z,O
,na,Sl,O
,katerih,Pq-fpl,O
,se,Px------y,O
,razvija,Vmpr3s,O
,karbonatni,Agpmsny,O
,kras,Ncmsn,O
,.,Z,O
,Dinarskem,Agpmsl,O
,krasu,Ncmsl,O
Sentence: 194,kaverna,Ncfsn,B-DEFINIENDUM
,:,Z,O
,Umetna,Agpfsn,O
,jama,Ncfsn,B-GENUS
,",",Z,O
,napravljena,Appfsn,B-HAS_FUNCTION
,cesto,Ncfsa,I-HAS_FUNCTION
,v,Sa,I-HAS_FUNCTION
,vojne,Agpmpa,I-HAS_FUNCTION
,namene,Ncmpa,I-HAS_FUNCTION
,.,Z,O
Sentence: 195,kevderc,Ncmsn,B-DEFINIENDUM
,:,Z,O
,Ljudsko,Agpnsn,O
,ime,Ncnsn,O
,za,Sa,O
,manjšo,Agcfsa,B-HAS_SIZE
,jamo,Ncfsa,B-GENUS
,",",Z,O
,ki,Cs,B-HAS_FORM
,jo,Pp3fsa--y,I-HAS_FORM
,sestavlja,Vmpr3s,I-HAS_FORM
,ena,Mlpfsn,I-HAS_FORM
,sama,Agpfsn,I-HAS_FORM
,manjša,Agcfsn,I-HAS_FORM
,votlina,Ncfsn,I-HAS_FORM
,.,Z,O
Sentence: 196,Klastokras,Ncmsn,B-DEFINIENDUM
,:,Z,O
,Kras,Npmsn,B-GENUS
,v,Sl,B-COMPOSITION_MEDIUM
,klastičnih,Agpfpl,I-COMPOSITION_MEDIUM
,kamninah,Ncfpl,I-COMPOSITION_MEDIUM
,(,Z,O
,produ,Ncmsl,O
,",",Z,O
,konglomeratu,Ncmsl,O
,",",Z,O
,grušču,Ncmsl,O
,breči,Ncfsl,O
,",",Z,O
,pesku,Ncmsl,O
,",",Z,O
,peščenjaku,Ncmsl,O
,in,Cc,O
,pod,Si,O
,.,Z,O
,),Z,O
,.,Z,O
Sentence: 197,koliševka,Ncfsn,B-DEFINIENDUM
,",",Z,O
,koleševka,Ncfsn,O
,:,Z,O
,Več,Rgc,B-HAS_SIZE
,deset,Mlc-pn,I-HAS_SIZE
,metrov,Ncmpg,I-HAS_SIZE
,globoka,Agpfsn,I-HAS_SIZE
,in,Cc,I-HAS_SIZE
,široka,Agpfsn,I-HAS_SIZE
,kotanja,Ncfsn,B-GENUS
,",",Z,O
,običajno,Rgp,B-HAS_FORM
,s,Si,I-HAS_FORM
,skalnim,Agpnsi,I-HAS_FORM
,",",Z,I-HAS_FORM
,prepadnim,Agpnsi,I-HAS_FORM
,pobočjem,Ncnsi,I-HAS_FORM
,",",Z,I-HAS_FORM
,z,Si,I-HAS_FORM
,vidnim,Agpmsi,I-HAS_FORM
,dnom,Ncmsi,I-HAS_FORM
,.,Z,O
,Po,Sl,O
,prevladujočem,Appnsl,O
,naziranju,Ncnsl,O
,je,Va-r3s-n,B-HAS_CAUSE
,udornega,Agpmsg,I-HAS_CAUSE
,postanka,Ncmsg,I-HAS_CAUSE
,.,Z,O
,Ljudski,Agpmsny,O
,izraz,Ncmsn,O
,na,Sl,O
,Notranjskem,Npnsl,O
,",",Z,O
,kjer,Cs,O
,se,Px------y,O
,javlja,Vmpr3s,O
,tudi,Q,O
,ime,Ncnsn,O
,koleševc,Ncmpg,O
,.,Z,O
Sentence: 198,kolks,Ncmsn,B-DEFINIENDUM
,",",Z,O
,kovk,Ncmsn,O
,:,Z,O
,Oblika,Ncfsn,B-HAS_LOCATION
,fosilnega,Agpmsg,I-HAS_LOCATION
,krasa,Ncmsg,I-HAS_LOCATION
,.,Z,O
,Kopasta,Agpfsn,B-HAS_FORM
,holmasta,Agpfsn,I-HAS_FORM
,vzpetina,Ncfsn,B-GENUS
,",",Z,O
,nastala,Vmep-sf,O
,v,Sl,O
,osnovi,Ncfsl,O
,domnevno,Rgp,O
,v,Sl,O
,terciarni,Agpfsl,O
,dobi,Ncfsl,O
,.,Z,O
Sentence: 199,kondenzacijska,Agpfsn,B-DEFINIENDUM
,voda,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Voda,Ncfsn,B-GENUS
,",",Z,O
,ki,Cs,B-HAS_CAUSE
,se,Px------y,I-HAS_CAUSE
,zaradi,Sg,I-HAS_CAUSE
,kondenzacije,Ncfsg,I-HAS_CAUSE
,nabira,Vmpr3s,I-HAS_CAUSE
,v,Sl,I-HAS_CAUSE
,kapljicah,Ncfpl,I-HAS_CAUSE
,na,Sl,B-HAS_LOCATION
,jamskih,Agpfpl,I-HAS_LOCATION
,stenah,Ncfpl,I-HAS_LOCATION
,ali,Cc,I-HAS_LOCATION
,stropu,Ncmsl,I-HAS_LOCATION
,",",Z,I-HAS_LOCATION
,navadno,Rgp,I-HAS_LOCATION
,na,Sl,I-HAS_LOCATION
,mestu,Ncnsl,I-HAS_LOCATION
,mešanja,Ncnsg,I-HAS_LOCATION
,toplejšega,Agcmsg,I-HAS_LOCATION
,in,Cc,I-HAS_LOCATION
,hladnejšega,Agcmsg,I-HAS_LOCATION
,zraka,Ncmsg,I-HAS_LOCATION
,.,Z,O
Sentence: 200,konta,Ncmdn,B-DEFINIENDUM
,:,Z,O
,Uvala,Npfsn,O
,.,Z,O
,Visokogorska,Agpfsn,O
,uvala,Ncfsn,O
,.,Z,O
,Glaciokraška,Agpfsn,B-HAS_LOCATION
,globel,Ncfsn,B-GENUS
,",",Z,O
,več,Rgc,B-HAS_SIZE
,deset,Mlc-pn,I-HAS_SIZE
,ali,Cc,I-HAS_SIZE
,sto,Mlc-pn,I-HAS_SIZE
,metrov,Ncmpg,I-HAS_SIZE
,dolga,Agpfsn,I-HAS_SIZE
,in,Cc,I-HAS_SIZE
,široka,Agpfsn,I-HAS_SIZE
,",",Z,O
,običajno,Rgp,B-HAS_FORM
,skledaste,Agpfsg,I-HAS_FORM
,oblike,Ncfsg,I-HAS_FORM
,.,Z,O
,Mnogokrat,Rgp,B-HAS_FORM
,širša,Agcfsn,I-HAS_FORM
,kot,Cs,I-HAS_FORM
,globlja,Agcfsn,I-HAS_FORM
,.,Z,O
,Ljudsko,Agpnsn,O
,ime,Ncnsn,O
,v,Sl,O
,Julijskih,Agpfpl,O
,Alpah,Npfpl,O
,",",Z,O
,kjer,Cs,O
,je,Va-r3s-n,O
,zelo,Rgp,O
,pogosta,Agpfsn,O
,.,Z,O
Sentence: 201,Konvakuacija,Ncfsn,B-DEFINIENDUM
,:,Z,O
,Širjenje,Ncnsn,B-HAS_CAUSE
,votline,Ncfsg,I-HAS_CAUSE
,(,Z,I-HAS_CAUSE
,rova,Ncmsg,I-HAS_CAUSE
,),Z,I-HAS_CAUSE
,zaradi,Sg,I-HAS_CAUSE
,izpraznjenja,Ncnsg,I-HAS_CAUSE
,jamskih,Agpmpg,I-HAS_CAUSE
,sedimentov,Ncmpg,I-HAS_CAUSE
,.,Z,O
,Nastala,Vmep-sf,O
,votlina,Ncfsn,O
,je,Va-r3s-n,O
,konvakuacijska,Agpfsn,O
,votlina,Ncfsn,O
,.,Z,O
Sentence: 202,korozija,Ncfsn,B-DEFINIENDUM
,:,Z,O
,V,Sl,O
,krasoslovju,Ncnsl,O
,kemično,Rgp,O
,ali,Cc,O
,v,Sl,O
,manjši,Agcfsl,O
,meri,Ncfsl,O
,fizikalno,Agpnsn,O
,raztapljanje,Ncnsn,O
,kraške,Agpfsg,O
,kamnine,Ncfsg,O
,",",Z,O
,večji,Agcmsay,O
,del,Ncmsn,O
,s,Si,B-HAS_CAUSE
,posredovanjem,Ncnsi,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,",",Z,I-HAS_CAUSE
,ki,Cs,I-HAS_CAUSE
,vsebuje,Vmpr3s,I-HAS_CAUSE
,ogljikovo,Aspfsa,I-HAS_CAUSE
,kislino,Ncfsa,I-HAS_CAUSE
,.,Z,O
,Tudi,Q,O
,odnašanje,Ncnsn,O
,raztopljenih,Appfpg,O
,snovi,Ncfpg,O
,.,Z,O
Sentence: 203,glavni,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Rov,Ncmsn,B-GENUS
,",",Z,O
,ki,Cs,O
,predstavlja,Vmpr3s,B-HAS_FUNCTION
,hrbtenico,Ncfsa,I-HAS_FUNCTION
,jamskega,Agpmsg,I-HAS_FUNCTION
,sistema,Ncmsg,I-HAS_FUNCTION
,.,Z,O
Sentence: 204,slepi,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Rov,Ncmsn,B-GENUS
,",",Z,O
,ki,Cs,O
,se,Px------y,B-HAS_FORM
,slepo,Rgp,I-HAS_FORM
,konča,Vmer3s,I-HAS_FORM
,.,Z,O
Sentence: 205,stranski,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Rov,Ncmsn,B-GENUS
,",",Z,O
,ki,Cs,B-HAS_FORM
,se,Px------y,I-HAS_FORM
,cepi,Vmpr3s,I-HAS_FORM
,od,Sg,I-HAS_FORM
,glavnega,Agpmsg,I-HAS_FORM
,rova,Ncmsg,I-HAS_FORM
,ali,Cc,I-HAS_FORM
,od,Sg,I-HAS_FORM
,dvorane,Ncfsg,I-HAS_FORM
,.,Z,O
Sentence: 206,zvezni,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Rov,Ncmsn,B-GENUS
,",",Z,O
,ki,Cs,O
,povezuje,Vmpr3s,B-HAS_FUNCTION
,dve,Mlcfda,I-HAS_FUNCTION
,ali,Cc,I-HAS_FUNCTION
,več,Rgc,I-HAS_FUNCTION
,votlin,Ncfpg,I-HAS_FUNCTION
,.,Z,O
Sentence: 207,eforacijski,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Jamski,Agpmsny,B-GENUS
,rov,Ncmsn,I-GENUS
,z,Si,O
,značilno,Agpfsi,B-HAS_FORM
,obliko,Ncfsi,I-HAS_FORM
,",",Z,O
,ki,Cs,O
,je,Va-r3s-n,B-HAS_CAUSE
,nastala,Vmep-sf,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,pretokom,Ncmsi,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,pod,Si,I-HAS_CAUSE
,pritiskom,Ncmsi,I-HAS_CAUSE
,(,Z,I-HAS_CAUSE
,tlakom,Ncmsi,I-HAS_CAUSE
,),Z,I-HAS_CAUSE
,.,Z,O
Sentence: 208,gravitacijski,Agpmsny,B-DEFINIENDUM
,rov,Ncmsn,I-DEFINIENDUM
,:,Z,O
,.,Z,O
,Jamski,Agpmsny,B-GENUS
,rov,Ncmsn,I-GENUS
,značilne,Agpfsg,B-HAS_FORM
,oblike,Ncfsg,I-HAS_FORM
,",",Z,O
,ki,Cs,B-HAS_CAUSE
,je,Va-r3s-n,I-HAS_CAUSE
,nastal,Vmep-sm,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,pretokom,Ncmsi,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,prosto,Agpfsi,I-HAS_CAUSE
,(,Z,I-HAS_CAUSE
,nepritisnjeno,Agpfsi,I-HAS_CAUSE
,),Z,I-HAS_CAUSE
,gladino,Ncfsi,I-HAS_CAUSE
,-,Z,I-HAS_CAUSE
,z,Si,I-HAS_CAUSE
,gravitacijskim,Agpmsi,I-HAS_CAUSE
,tokom,Ncmsi,I-HAS_CAUSE
,.,Z,O
,Prim.,Y,O
,gravitacijski,Agpmsny,O
,prečni,Agpmsny,O
,profil,Ncmsn,O
,.,Z,O
Sentence: 209,samotar,Ncmsn,B-DEFINIENDUM
,:,Z,O
,Osamljena,Appfsn,B-HAS_FORM
,",",Z,I-HAS_FORM
,izrazita,Agpfsn,I-HAS_FORM
,skala,Ncfsn,I-HAS_FORM
,na,Sl,B-HAS_LOCATION
,kraškem,Agpnsl,I-HAS_LOCATION
,površju,Ncnsl,I-HAS_LOCATION
,.,Z,O
,V,Sl,O
,jami,Ncfsl,O
,tudi,Q,O
,osamljeni,Appmsny,O
,kapnik,Ncmsn,O
,.,Z,O
Sentence: 210,sifon,Ncmsn,B-DEFINIENDUM
,:,Z,O
,Odsek,Ncmsn,B-GENUS
,rova,Ncmsg,I-GENUS
,",",Z,O
,kjer,Cs,B-HAS_LOCATION
,sega,Vmpr3s,I-HAS_LOCATION
,skalni,Agpmsny,I-HAS_LOCATION
,strop,Ncmsn,I-HAS_LOCATION
,v,Sa,I-HAS_LOCATION
,vodo,Ncfsa,I-HAS_LOCATION
,.,Z,O
,Do,Sg,O
,stropa,Ncmsg,O
,z,Si,O
,vodo,Ncfsi,O
,zalit,Appmsnn,O
,del,Ncmsn,O
,rova,Ncmsg,O
,",",Z,O
,ki,Cs,O
,loči,Vmbr3s,B-HAS_FUNCTION
,skupaj,Rgp,I-HAS_FUNCTION
,spadajoče,Appmpa,I-HAS_FUNCTION
,jamske,Agpmpa,I-HAS_FUNCTION
,dele,Ncmpa,I-HAS_FUNCTION
,.,Z,O
,Cep,Npmsn,O
,v,Sl,O
,rovu,Ncmsl,O
,.,Z,O
,Glede,Rgp,O
,na,Sa,O
,trajnost,Ncfsa,O
,ločimo,Vmbr1p,O
,trajni,Agpmsay,O
,in,Cc,O
,obdobni,Agpmsay,O
,sifon,Ncmsan,O
,.,Z,O
,Po,Sl,O
,obliki,Ncfsl,O
,je,Va-r3s-n,O
,kolenast,Agpmsnn,O
,sifon,Ncmsn,O
,",",Z,O
,po,Sl,O
,smeri,Ncfsl,O
,pretoka,Ncmsg,O
,odtočni,Agpmsny,O
,in,Cc,O
,pritočni,Agpmsny,O
,sifon,Ncmsn,O
,(,Z,O
,glede,Rgp,O
,na,Sa,O
,opazovalca,Ncmsay,O
,),Z,O
,.,Z,O
,V,Sl,O
,tuji,Agpfsl,O
,literaturi,Ncfsl,O
,tudi,Q,O
,ledeni,Agpmsny,O
,",",Z,O
,ilovnati,Agpmsny,O
,sifon,Ncmsn,O
,",",Z,O
,in,Cc,O
,pod,Ncmsn,O
,.,Z,O
Sentence: 211,sifonsko,Agpnsn,B-DEFINIENDUM
,jezero,Ncnsn,I-DEFINIENDUM
,:,Z,O
,Vecja,Agcfsn,B-HAS_SIZE
,kotanja,Ncfsn,B-GENUS
,stoječe,Appfsg,O
,vode,Ncfsg,O
,v,Sl,B-HAS_LOCATION
,sifonskem,Agpnsl,I-HAS_LOCATION
,koritu,Ncnsl,I-HAS_LOCATION
,.,Z,O
Sentence: 212,sifonski,Agpmsny,B-DEFINIENDUM
,zapirac,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Del,Ncmsn,B-HAS_FORM
,stropa,Ncmsg,I-HAS_FORM
,",",Z,I-HAS_FORM
,ki,Cs,I-HAS_FORM
,moli,Vmpr3s,I-HAS_FORM
,v,Sa,I-HAS_FORM
,sifon,Ncmsan,I-HAS_FORM
,.,Z,O
Sentence: 213,siga,Ncfsn,B-DEFINIENDUM
,:,Z,O
,Odkladnina,Ncfsn,B-GENUS
,kalcijevega,Aspmsg,B-COMPOSITION_MEDIUM
,karbonata,Ncmsg,I-COMPOSITION_MEDIUM
,iz,Sg,I-COMPOSITION_MEDIUM
,zasičene,Appfsg,I-COMPOSITION_MEDIUM
,jamske,Agpfsg,I-COMPOSITION_MEDIUM
,vode,Ncfsg,I-COMPOSITION_MEDIUM
,",",Z,O
,ki,Cs,O
,se,Px------y,O
,zrači,Vmpr3s,O
,.,Z,O
,Am.,Y,O
,pomeni,Vmbr3s,O
,sinter,Ncmsn,O
,odkladnino,Ncfsa,O
,mineralne,Agpfsg,O
,vode,Ncfsg,O
,!,Z,O
Sentence: 214,sigova,Aspfsn,B-DEFINIENDUM
,tvorba,Ncfsn,I-DEFINIENDUM
,:,Z,O
,Jamski,Agpmsny,B-GENUS
,sediment,Ncmsn,I-GENUS
,iz,Sg,B-COMPOSITION_MEDIUM
,sige,Ncfsg,I-COMPOSITION_MEDIUM
,",",Z,O
,nastal,Vmep-sm,B-HAS_CAUSE
,iz,Sg,I-HAS_CAUSE
,tekoče,Rgp,I-HAS_CAUSE
,ali,Cc,I-HAS_CAUSE
,mirujoče,Appfsg,I-HAS_CAUSE
,vode,Ncfsg,I-HAS_CAUSE
,.,Z,O
,Glede,Rgp,O
,na,Sa,O
,podobnost,Ncfsa,O
,z,Si,O
,rastlinami,Ncfpi,O
,ločimo,Vmbr1p,O
,koralaste,Agpfpa,O
,",",Z,O
,čvetacne,Agpfpa,O
,ali,Cc,O
,karfiolaste,Agpfpa,O
,",",Z,O
,gomoljaste,Agpfpa,O
,itd.,Y,O
,tvorbe,Ncfpa,O
,.,Z,O
Sentence: 215,kalcitni,Agpmsny,B-DEFINIENDUM
,mehur,Ncmsn,I-DEFINIENDUM
,:,Z,O
,Mehur,Ncmsn,B-GENUS
,s,Si,B-COMPOSITION_MEDIUM
,kalcitno,Agpfsi,I-COMPOSITION_MEDIUM
,skorjo,Ncfsi,I-COMPOSITION_MEDIUM
,",",Z,O
,nastal,Vmep-sm,B-HAS_CAUSE
,v,Sl,I-HAS_CAUSE
,stoječi,Appfsl,I-HAS_CAUSE
,jamski,Agpfsl,I-HAS_CAUSE
,vodi,Ncfsl,I-HAS_CAUSE
,.,Z,O
Sentence: 216,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,površinske,Agpfpn,B-HAS_LOCATION
,kraške,Agpfpn,I-GENUS
,oblike,Ncfpn,I-GENUS
,",",Z,O
,ki,Cs,O
,nastanejo,Vmer3p,B-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,podiranjem,Ncnsi,I-HAS_CAUSE
,stropa,Ncmsg,I-HAS_CAUSE
,v,Sl,B-HAS_LOCATION
,podzemnih,Agpfpl,I-HAS_LOCATION
,jamah,Ncfpl,I-HAS_LOCATION
,z,Si,I-HAS_LOCATION
,aktivnim,Agpmsi,I-HAS_LOCATION
,vodnim,Agpmsi,I-HAS_LOCATION
,tokom,Ncmsi,I-HAS_LOCATION
,",",Z,O
,ko,Cs,O
,se,Px------y,O
,zniža,Vmer3s,O
,gladina,Ncfsn,O
,podzemne,Agpfsg,O
,vode,Ncfsg,O
,(,Z,O
,Stepišnik,Npmsn,O
,",",Z,O
,2006,Mdc,O
,),Z,O
,.,Z,O
Sentence: 217,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,kraške,Agpfpn,B-GENUS
,globeli,Ncfpn,I-GENUS
,",",Z,O
,ki,Cs,O
,nastanejo,Vmer3p,B-HAS_CAUSE
,z,Si,I-HAS_CAUSE
,udori,Ncfsi,I-HAS_CAUSE
,stropov,Ncmpg,I-HAS_CAUSE
,nad,Si,B-HAS_LOCATION
,podzemnimi,Agpfpi,I-HAS_LOCATION
,votlinami,Ncfpi,I-HAS_LOCATION
,.,Z,O
Sentence: 218,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,zaprte,Appfpn,B-HAS_FORM
,kraške,Agpfpn,B-GENUS
,globeli,Ncfpn,I-GENUS
,različnih,Agpfpg,B-HAS_SIZE
,dimenzij,Ncfpg,I-HAS_SIZE
,in,Cc,O
,oblik,Ncfpg,B-HAS_FORM
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,B-HAS_CAUSE
,nastale,Vmep-pf,I-HAS_CAUSE
,z,Si,I-HAS_CAUSE
,udori,Ncfsi,I-HAS_CAUSE
,stropov,Ncmpg,I-HAS_CAUSE
,nad,Si,B-HAS_LOCATION
,podzemnimi,Agpfpi,I-HAS_LOCATION
,votlinami,Ncfpi,I-HAS_LOCATION
,.,Z,O
,različnih,Agpmpg,O
Sentence: 219,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,večje,Agcfpn,B-HAS_SIZE
,kraške,Agpfpn,B-GENUS
,kotanje,Ncfpn,I-GENUS
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,B-HAS_CAUSE
,nastale,Vmep-pf,I-HAS_CAUSE
,zaradi,Sg,I-HAS_CAUSE
,rušenja,Ncnsg,I-HAS_CAUSE
,stropa,Ncmsg,I-HAS_CAUSE
,",",Z,O
,zato,Cc,O
,imajo,Vmpr3p-n,O
,strma,Agpnpa,O
,pobočja,Ncnpa,O
,.,Z,O
Sentence: 220,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,površinske,Agpfpn,B-HAS_LOCATION
,kraške,Agpfpn,I-GENUS
,oblike,Ncfpn,I-GENUS
,",",Z,O
,ki,Cs,O
,so,Va-r3p-n,B-HAS_CAUSE
,nastale,Vmep-pf,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,spelogenetskimi,Agpmpi,I-HAS_CAUSE
,procesi,Ncmpi,I-HAS_CAUSE
,(,Z,O
,Mihevc,Npmsn,O
,",",Z,O
,2009,Mdc,O
,),Z,O
,.,Z,O
Sentence: 221,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,izrazita,Agpfsn,O
,površinska,Agpfsn,B-HAS_LOCATION
,reliefna,Agpfsn,I-GENUS
,oblika,Ncfsn,I-GENUS
,",",Z,O
,ki,Cs,O
,pa,Cc,O
,ima,Vmpr3s-n,B-HAS_CAUSE
,svoj,Px-msa,I-HAS_CAUSE
,izvor,Ncmsan,I-HAS_CAUSE
,v,Sl,I-HAS_CAUSE
,podzemnem,Agpnsl,I-HAS_CAUSE
,dogajanju,Ncnsl,I-HAS_CAUSE
,.,Z,O
Sentence: 222,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,površinske,Agpfpn,B-GENUS
,kraške,Agpfpn,I-GENUS
,globeli,Ncfpn,I-GENUS
,različnih,Agpfpg,B-HAS_SIZE
,oblik,Ncfpg,I-HAS_FORM
,in,Cc,O
,velikosti,Ncfsg,B-HAS_SIZE
,",",Z,O
,katerih,Pq-mpg,O
,nastanek,Ncmsan,B-HAS_CAUSE
,povezujemo,Vmpr1p,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,točkastim,Agpnsi,I-HAS_CAUSE
,vertikalnim,Agpnsi,I-HAS_CAUSE
,odnašanjem,Ncnsi,I-HAS_CAUSE
,kamnine,Ncfsg,I-HAS_CAUSE
,v,Sa,I-HAS_CAUSE
,podzemlje,Ncnsa,I-HAS_CAUSE
,",",Z,I-HAS_CAUSE
,bodisi,Cc,I-HAS_CAUSE
,z,Si,I-HAS_CAUSE
,nenadnimi,Agpfpi,I-HAS_CAUSE
,udori,Ncfpi,I-HAS_CAUSE
,nad,Si,I-HAS_CAUSE
,jamskimi,Agpmpi,I-HAS_CAUSE
,prostori,Ncmpi,I-HAS_CAUSE
,",",Z,I-HAS_CAUSE
,bodisi,Cc,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
,postopnim,Agpnsi,I-HAS_CAUSE
,odnašanjem,Ncnsi,I-HAS_CAUSE
,kamnine,Ncfsg,I-HAS_CAUSE
,nad,Si,I-HAS_CAUSE
,aktivnimi,Agpmpi,I-HAS_CAUSE
,jamskimi,Agpmpi,I-HAS_CAUSE
,rovi,Ncmpi,I-HAS_CAUSE
,(,Z,O
,Stepišnik,Npmsn,O
,",",Z,O
,2001,Mdc,O
,),Z,O
,.,Z,O
,različnih,Agpmpg,O
Sentence: 223,Udornice,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,zaprte,Appfpn,B-HAS_FORM
,centrične,Agpfpn,B-HAS_FORM
,globeli,Ncfpn,B-GENUS
,na,Sl,B-HAS_LOCATION
,krasu,Ncmsl,I-HAS_LOCATION
,.,Z,O
Sentence: 224,Za,Sa,O
,kraška,Agpnpa,O
,polja,Ncnpa,O
,sta,Va-r3d-n,O
,značilna,Agpmdn,O
,sklenjen,Appmsnn,B-HAS_FORM
,obod,Ncmsn,I-HAS_FORM
,nad,Si,I-HAS_FORM
,razmeroma,Rgp,I-HAS_FORM
,uravnanim,Appmsi,I-HAS_FORM
,obsežnim,Agpmsi,I-HAS_FORM
,dnom,Ncmsi,I-HAS_FORM
,in,Cc,O
,kraška,Agpfsn,O
,hidrologija,Ncfsn,O
,.,Z,O
,Slovenska,Agpfsn,O
,kraška,Agpfsn,O
,terminologija,Ncfsn,O
,(,Z,O
,cit.,Y,O
,Gams,Npmsn,O
,",",Z,O
,2004,Mdc,O
,),Z,O
,opredeljuje,Vmpr3s,O
,",",Z,O
,da,Cs,O
,je,Va-r3s-n,O
,za,Sa,O
,kraško,Agpnsa,B-DEFINIENDUM
,polje,Ncnsa,I-DEFINIENDUM
,bistvena,Agpfsn,O
,najmanj,Rgs,B-HAS_FORM
,pol,Rgp,I-HAS_FORM
,kilometra,Ncmsg,I-HAS_FORM
,široka,Agpfsn,I-HAS_FORM
,uravnava,Vmpr3s,I-HAS_FORM
,z,Si,I-HAS_FORM
,višjim,Agcmsi,I-HAS_FORM
,obodom,Ncmsi,I-HAS_FORM
,.,Z,O
Sentence: 225,Jama,Ncfsn,B-DEFINIENDUM
,je,Va-r3s-n,O
,korozijska,Agpfsn,B-HAS_CAUSE
,razpoka,Ncfsn,I-GENUS
,s,Si,B-HAS_SIZE
,premerom,Ncmsi,I-HAS_SIZE
,večjim,Agcmsi,I-HAS_SIZE
,od,Sg,I-HAS_SIZE
,5,Mdc,I-HAS_SIZE
,–,Z,I-HAS_SIZE
,15,Mdc,I-HAS_SIZE
,milimetrov,Ncmpg,I-HAS_SIZE
,(,Z,O
,Williams,Npmsn,O
,",",Z,O
,1989,Mdc,O
,;,Z,O
,cv,Ncmsn,O
,:,Z,O
,Hribernik,Npmsn,O
,",",Z,O
,2005,Mdc,O
,),Z,O
,.,Z,O
Sentence: 226,Jame,Ncfpn,B-DEFINIENDUM
,so,Va-r3p-n,O
,podzemni,Agpmpn,B-HAS_LOCATION
,kanali,Ncmpn,I-GENUS
,",",Z,O
,ki,Cs,O
,jih,Pp3mpa--y,B-HAS_CAUSE
,je,Va-r3s-n,I-HAS_CAUSE
,izoblikovala,Vmep-sf,I-HAS_CAUSE
,tekoča,Appfsn,I-HAS_CAUSE
,voda,Ncfsn,I-HAS_CAUSE
,s,Si,I-HAS_CAUSE
